"","ID","Contributor","vowels","cons","Name","Macroarea","Latitude","Longitude","Glottocode","ISO639P3code","Family_Glottocode","Family_Name"
"1","aari1239","1483",10,26,"Aari","Africa",5.95034,36.5721,"aari1239","aiw","sout2845","South Omotic"
"2","abar1238","1617",12,24,"Mungbam","Africa",6.5805,10.2267,"abar1238","mij","atla1278","Atlantic-Congo"
"3","abau1245","1160",5,9,"Abau","Papunesia",-3.97222,141.324,"abau1245","aau","sepi1257","Sepik"
"4","abid1235","649",18,21,"Abidji","Africa",5.65656,-4.58421,"abid1235","abi","atla1278","Atlantic-Congo"
"5","abid1235","1526",17,21,"Abidji","Africa",5.65656,-4.58421,"abid1235","abi","atla1278","Atlantic-Congo"
"6","abip1241","1914",10,13,"Abipon","South America",-29,-61,"abip1241","axb","guai1249","Guaicuruan"
"7","abip1241","235",5,15,"Abipon","South America",-29,-61,"abip1241","axb","guai1249","Guaicuruan"
"8","abis1238","1923",10,17,"Aewa","South America",-0.69386,-75.2183,"abis1238","ash","abis1238",""
"9","abkh1244","2552",3,67,"Abkhazian","Eurasia",43.056218,41.159115,"abkh1244","abk","abkh1242","Abkhaz-Adyge"
"10","abkh1244","2468",3,59,"Abkhazian","Eurasia",43.056218,41.159115,"abkh1244","abk","abkh1242","Abkhaz-Adyge"
"11","abua1244","1297",13,27,"Abua","Africa",4.83057,6.61492,"abua1244","abn","atla1278","Atlantic-Congo"
"12","abur1243","1521",18,20,"Abure","Africa",5.21534,-3.64123,"abur1243","abu","atla1278","Atlantic-Congo"
"13","acat1239","587",10,20,"Acatepec Me'phaa","North America",17.1034,-99.0602,"acat1239","tpx","otom1299","Otomanguean"
"14","acha1249","2548",23,36,"Longchuan Achang","Eurasia",24.3479,97.7438,"acha1249","acn","sino1245","Sino-Tibetan"
"15","acha1250","1803",10,19,"Achagua","South America",4.38649,-72.2005,"acha1250","aca","araw1281","Arawakan"
"16","ache1245","1428",20,18,"Acheron","Africa",10.8827,30.3187,"ache1245","acz","narr1279","Narrow Talodi"
"17","ache1246","348",10,11,"Aché","South America",-25.5865,-56.4697,"ache1246","guq","tupi1275","Tupian"
"18","ache1246","2068",12,22,"Aché","South America",-25.5865,-56.4697,"ache1246","guq","tupi1275","Tupian"
"19","achi1257","1093",34,21,"Achinese","Eurasia",3.90757,96.6032,"achi1257","ace","aust1307","Austronesian"
"20","achu1247","199",6,17,"Achumawi","North America",41.0979,-121.191,"achu1247","acv","pala1350","Palaihnihan"
"21","achu1248","1946",12,15,"Achuar-Shiwiar","South America",-2.82646,-77.2641,"achu1248","acu","jiva1245","Chicham"
"22","acol1236","1433",12,17,"Acoli","Africa",3.57738,32.5147,"acol1236","ach","nilo1247","Nilotic"
"23","adam1253","1241",10,37,"Adamawa Fulfulde","Africa",8.140326,13.077338,"adam1253","fub","atla1278","Atlantic-Congo"
"24","adam1253","1234",9,27,"Adamawa Fulfulde","Africa",8.140326,13.077338,"adam1253","fub","atla1278","Atlantic-Congo"
"25","adam1253","712",10,24,"Adamawa Fulfulde","Africa",8.140326,13.077338,"adam1253","fub","atla1278","Atlantic-Congo"
"26","adam1253","1253",10,29,"Adamawa Fulfulde","Africa",8.140326,13.077338,"adam1253","fub","atla1278","Atlantic-Congo"
"27","adan1247","692",16,23,"Adangme","Africa",5.9437,0.13243,"adan1247","ada","atla1278","Atlantic-Congo"
"28","adan1251","1090",22,18,"Adang","Papunesia",-8.18958,124.448,"adan1251","adn","timo1261","Timor-Alor-Pantar"
"29","adio1239","650",10,21,"Adioukrou","Africa",5.38228,-4.52522,"adio1239","adj","atla1278","Atlantic-Congo"
"30","adio1239","1527",11,21,"Adioukrou","Africa",5.38228,-4.52522,"adio1239","adj","atla1278","Atlantic-Congo"
"31","adny1235","2931",3,24,"Adnyamathanha","Australia",-30.1451,138.671,"adny1235","adt","pama1250","Pama-Nyungan"
"32","adyg1241","2349",3,54,"Adyghe","Eurasia",44,39.33,"adyg1241","ady","abkh1242","Abkhaz-Adyge"
"33","adze1240","200",7,18,"Adzera","Papunesia",-6.39394,146.294,"adze1240","adz","aust1307","Austronesian"
"34","adze1240","41",7,18,"Adzera","Papunesia",-6.39394,146.294,"adze1240","adz","aust1307","Austronesian"
"35","afad1236","198",9,27,"Afade","Africa",12.0551,14.6343,"afad1236","aal","afro1255","Afro-Asiatic"
"36","afar1241","1342",10,17,"Afar","Africa",12.2281,41.8083,"afar1241","aar","afro1255","Afro-Asiatic"
"37","afit1238","1295",9,17,"Afitti","Africa",12.446,30.7611,"afit1238","aft","nyim1244","Nyimang"
"38","afri1274","1395",23,16,"Afrikaans","Africa",-22,30,"afri1274","afr","indo1319","Indo-European"
"39","aghe1239","1524",21,28,"Aghem","Africa",6.38956,10.0807,"aghe1239","agq","atla1278","Atlantic-Congo"
"40","aghe1239","204",10,25,"Aghem","Africa",6.38956,10.0807,"aghe1239","agq","atla1278","Atlantic-Congo"
"41","aghu1254","2880",7,20,"Aghu Tharnggalu","Australia",-13.735,142.426,"aghu1254","ggr","pama1250","Pama-Nyungan"
"42","agua1253","1947",8,12,"Aguaruna","South America",-5.30044,-77.9218,"agua1253","agr","jiva1245","Chicham"
"43","ahan1243","1400",16,24,"Ahanta","Africa",4.85147,-1.94657,"ahan1243","aha","atla1278","Atlantic-Congo"
"44","ahan1244","1544",17,26,"Àhàn","Africa",7.44139,6.00896,"ahan1244","ahn","atla1278","Atlantic-Congo"
"45","aheu1239","1216",27,20,"Thavung","Eurasia",17.7655,104.229,"aheu1239","thm","aust1305","Austroasiatic"
"46","aheu1239","1014",50,22,"Thavung","Eurasia",17.7655,104.229,"aheu1239","thm","aust1305","Austroasiatic"
"47","ahte1237","206",5,30,"Ahtena","North America",61.7068,-144.889,"ahte1237","aht","atha1245","Athabaskan-Eyak-Tlingit"
"48","aika1237","563",10,22,"Aikanã","South America",-12.6695,-60.5353,"aika1237","tba","aika1237",""
"49","aika1237","2118",10,15,"Aikanã","South America",-12.6695,-60.5353,"aika1237","tba","aika1237",""
"50","ainu1240","196",5,12,"Hokkaido Ainu","Eurasia",43.633654,142.46167,"ainu1240","ain","ainu1252","Ainu"
"51","ainu1240","207",5,11,"Hokkaido Ainu","Eurasia",43.633654,142.46167,"ainu1240","ain","ainu1252","Ainu"
"52","ajab1235","651",17,28,"Aja (Benin)","Africa",7.06634,1.64992,"ajab1235","ajg","atla1278","Atlantic-Congo"
"53","ajab1235","652",14,23,"Aja (Benin)","Africa",7.06634,1.64992,"ajab1235","ajg","atla1278","Atlantic-Congo"
"54","ajas1235","1250",10,38,"Aja (Sudan)","Africa",8.58003,25.6122,"ajas1235","aja","kres1240","Kresh-Aja"
"55","ajyi1238","1807",6,20,"Ajyíninka Apurucayali","South America",-9.82364,-74.61947,"ajyi1238","cpc","araw1281","Arawakan"
"56","akan1250","655",13,18,"Akan","Africa",6.34756,-1.33254,"akan1250","aka","atla1278","Atlantic-Congo"
"57","akan1250","208",14,21,"Akan","Africa",6.34756,-1.33254,"akan1250","aka","atla1278","Atlantic-Congo"
"58","akan1250","140",18,22,"Akan","Africa",6.34756,-1.33254,"akan1250","aka","atla1278","Atlantic-Congo"
"59","akan1250","1245",32,28,"Akan","Africa",6.34756,-1.33254,"akan1250","aka","atla1278","Atlantic-Congo"
"60","akas1242","1572",32,20,"Akaselem","Africa",8.8858,1.37035,"akas1242","aks","atla1278","Atlantic-Congo"
"61","akaw1239","1873",11,10,"Akawaio","South America",6.16277,-60.862,"akaw1239","ake","cari1283","Cariban"
"62","akaw1239","209",10,13,"Akawaio","South America",6.16277,-60.862,"akaw1239","ake","cari1283","Cariban"
"63","akha1245","1162",16,28,"Akha","Eurasia",21.2309,100.964,"akha1245","ahk","sino1245","Sino-Tibetan"
"64","akha1245","2608",23,34,"Akha","Eurasia",21.2309,100.964,"akha1245","ahk","sino1245","Sino-Tibetan"
"65","akla1241","1095",3,17,"Aklanon","Papunesia",11.5543,122.354,"akla1241","akl","aust1307","Austronesian"
"66","akoo1248","656",22,22,"Akoose","Africa",4.9243,9.65522,"akoo1248","bss","atla1278","Atlantic-Congo"
"67","akoo1248","1554",14,18,"Akoose","Africa",4.9243,9.65522,"akoo1248","bss","atla1278","Atlantic-Congo"
"68","akpe1248","1532",13,21,"Akpes","Africa",7.50256,5.95559,"akpe1248","ibe","atla1278","Atlantic-Congo"
"69","akun1241","2069",11,11,"Akuntsu","South America",-12.8322,-60.9716,"akun1241","aqz","tupi1275","Tupian"
"70","akur1238","1862",14,10,"Akurio","South America",3.19607,-55.6294,"akur1238","ako","cari1283","Cariban"
"71","alab1237","79",6,15,"Alabama","North America",30.76738,-94.62848,"alab1237","akz","musk1252","Muskogean"
"72","alab1237","210",3,14,"Alabama","North America",30.76738,-94.62848,"alab1237","akz","musk1252","Muskogean"
"73","alab1254","1451",10,52,"Alaba-K'abeena","Africa",7.39014,38.1732,"alab1254","alw","afro1255","Afro-Asiatic"
"74","alam1246","221",7,18,"Alamblak","Papunesia",-4.66307,143.316,"alam1246","amp","sepi1257","Sepik"
"75","alaw1244","50",5,23,"Alawa","Australia",-15.5458,134.282,"alaw1244","alh","mang1423","Mangarrayi-Maran"
"76","alaw1244","214",4,22,"Alawa","Australia",-15.5458,134.282,"alaw1244","alh","mang1423","Mangarrayi-Maran"
"77","alaw1244","2681",4,22,"Alawa","Australia",-15.5458,134.282,"alaw1244","alh","mang1423","Mangarrayi-Maran"
"78","aleu1260","213",3,24,"Aleut","North America",52.1228,-174.29,"aleu1260","ale","eski1264","Eskimo-Aleut"
"79","aleu1260","61",6,30,"Aleut","North America",52.1228,-174.29,"aleu1260","ale","eski1264","Eskimo-Aleut"
"80","alla1248","212",11,25,"Alladian","Africa",5.22371,-4.42647,"alla1248","ald","atla1278","Atlantic-Congo"
"81","alla1248","1529",13,23,"Alladian","Africa",5.22371,-4.42647,"alla1248","ald","atla1278","Atlantic-Congo"
"82","alng1239","2908",4,24,"Alngith","Australia",-12.5324,141.938,"alng1239","aid","pama1250","Pama-Nyungan"
"83","alut1245","2412",9,18,"Alutor","Eurasia",60.3844,165.653,"alut1245","alr","chuk1271","Chukotko-Kamchatkan"
"84","alya1239","2702",3,40,"Alyawarr","Australia",-21.0427,136.835,"alya1239","aly","pama1250","Pama-Nyungan"
"85","alya1239","1163",7,25,"Alyawarr","Australia",-21.0427,136.835,"alya1239","aly","pama1250","Pama-Nyungan"
"86","amah1246","1998",8,15,"Amahuaca","South America",-10.2012,-72.3208,"amah1246","amc","pano1259","Pano-Tacanan"
"87","amah1246","120",8,14,"Amahuaca","South America",-10.2012,-72.3208,"amah1246","amc","pano1259","Pano-Tacanan"
"88","amah1246","216",8,14,"Amahuaca","South America",-10.2012,-72.3208,"amah1246","amc","pano1259","Pano-Tacanan"
"89","aman1265","1164",5,14,"Amanab","Papunesia",-3.51516,141.178,"aman1265","amn","bord1247","Border"
"90","amar1271","2666",3,21,"Amurdak","Australia",-11.9876,132.878,"amar1271","amg","iwai1246","Iwaidjan Proper"
"91","amar1274","1920",18,15,"Amarakaeri","South America",-12.4931,-70.5533,"amar1274","amr","hara1260","Harakmbut"
"92","amas1236","504",7,18,"Ama (Sudan)","Africa",12.0993,29.4332,"amas1236","nyi","nyim1244","Nyimang"
"93","ambe1247","1091",13,38,"Ambele","Africa",5.94043,9.62028,"ambe1247","ael","atla1278","Atlantic-Congo"
"94","ambo1250","1684",5,18,"Ambonese Malay","Papunesia",-3.71342,128.184,"ambo1250","abs","aust1307","Austronesian"
"95","ambu1247","1159",7,17,"Ambulas","Papunesia",-3.7801,143.059,"ambu1247","abt","nduu1242","Ndu"
"96","amdo1237","2534",6,53,"Amdo Tibetan","Eurasia",34.5177,100.485,"amdo1237","adx","sino1245","Sino-Tibetan"
"97","amdo1237","2553",10,48,"Amdo Tibetan","Eurasia",34.5177,100.485,"amdo1237","adx","sino1245","Sino-Tibetan"
"98","amdo1237","2614",6,43,"Amdo Tibetan","Eurasia",34.5177,100.485,"amdo1237","adx","sino1245","Sino-Tibetan"
"99","amel1241","202",5,15,"Amele","Papunesia",-5.29126,145.687,"amel1241","aey","nucl1709","Nuclear Trans New Guinea"
"100","amha1245","131",7,52,"Amharic","Africa",11.708182,39.543456,"amha1245","amh","afro1255","Afro-Asiatic"
"101","amha1245","2156",7,61,"Amharic","Africa",11.708182,39.543456,"amha1245","amh","afro1255","Afro-Asiatic"
"102","amha1245","219",7,30,"Amharic","Africa",11.708182,39.543456,"amha1245","amh","afro1255","Afro-Asiatic"
"103","amii1238","2641",5,27,"Ami","Australia",-13.5573,130.04,"amii1238","amy","west2434","Western Daly"
"104","amoo1242","220",10,25,"Amo","Africa",10.3229,8.65405,"amoo1242","amo","atla1278","Atlantic-Congo"
"105","amun1246","2070",12,14,"Amundava","South America",-9.04023,-62.3064,"amun1246","adw","tupi1275","Tupian"
"106","ande1247","2705",4,40,"Andegerebinha","Australia",-22.51278,137.3515,"ande1247","adg","pama1250","Pama-Nyungan"
"107","andi1255","2465",5,63,"Andi","Eurasia",42.8078,46.2919,"andi1255","ani","nakh1245","Nakh-Daghestanian"
"108","ando1255","2138",10,15,"Andoa","South America",-3.29664,-76.6056,"ando1255","anb","zapa1251","Zaparoan"
"109","ando1256","224",15,11,"Andoque","South America",-0.53751,-72.0869,"ando1256","ano","ando1256",""
"110","ando1256","1922",24,11,"Andoque","South America",-0.53751,-72.0869,"ando1256","ano","ando1256",""
"111","anei1239","1228",5,21,"Aneityum","Papunesia",-20.1864,169.825,"anei1239","aty","aust1307","Austronesian"
"112","anfi1235","1661",10,38,"Anfillo","Africa",8.568,34.647,"anfi1235","myo","gong1255","Ta-Ne-Omotic"
"113","anga1288","1703",11,38,"Angami Naga","Eurasia",25.6841,93.8668,"anga1288","njm","sino1245","Sino-Tibetan"
"114","anga1290","203",9,12,"Angaataha","Papunesia",-7.15012,146.352,"anga1290","agm","anga1289","Angan"
"115","angg1238","2918",6,18,"Angkamuthi","Australia",-11.443,142.242,"angg1238","avm","pama1250","Pama-Nyungan"
"116","ango1258","1551",14,22,"Angolar","Africa",0.11438,6.59486,"ango1258","aoa","indo1319","Indo-European"
"117","angu1242","2884",17,19,"Anguthimri","Australia",-12.395,141.755,"angu1242","","pama1250","Pama-Nyungan"
"118","anii1245","1658",13,23,"Anii","Africa",9.11127,1.60169,"anii1245","blo","atla1278","Atlantic-Congo"
"119","anin1240","2651",4,22,"Anindilyakwa","Australia",-13.99904,136.6415,"anin1240","aoi","gunw1250","Gunwinyguan"
"120","anta1253","44",6,17,"Antakarinya","Australia",-27.1152,134.838,"anta1253","ant","pama1250","Pama-Nyungan"
"121","anta1253","2958",6,17,"Antakarinya","Australia",-27.1152,134.838,"anta1253","ant","pama1250","Pama-Nyungan"
"122","anta1253","225",3,17,"Antakarinya","Australia",-27.1152,134.838,"anta1253","ant","pama1250","Pama-Nyungan"
"123","anti1245","1094",13,24,"Antigua and Barbuda Creole English","North America",17.068263,-61.821863,"anti1245","aig","indo1319","Indo-European"
"124","anua1242","1165",28,19,"Anuak","Africa",7.57714,34.0267,"anua1242","anu","nilo1247","Nilotic"
"125","anuf1239","1246",14,45,"Anufo","Africa",10.2839,0.56021,"anuf1239","cko","atla1278","Atlantic-Congo"
"126","anuf1239","658",21,22,"Anufo","Africa",10.2839,0.56021,"anuf1239","cko","atla1278","Atlantic-Congo"
"127","anyi1244","653",16,21,"Anyin Morofo","Africa",6.1627,-4.64232,"anyi1244","mtb","atla1278","Atlantic-Congo"
"128","anyi1244","1244",18,31,"Anyin Morofo","Africa",6.1627,-4.64232,"anyi1244","mtb","atla1278","Atlantic-Congo"
"129","anyi1245","1242",21,19,"Anyin","Africa",6.31781,-3.30532,"anyi1245","any","atla1278","Atlantic-Congo"
"130","anyi1245","1243",19,17,"Anyin","Africa",6.31781,-3.30532,"anyi1245","any","atla1278","Atlantic-Congo"
"131","anyi1245","1298",18,21,"Anyin","Africa",6.31781,-3.30532,"anyi1245","any","atla1278","Atlantic-Congo"
"132","aona1235","1704",11,24,"Ao Naga","Eurasia",26.3241,94.3824,"aona1235","njo","sino1245","Sino-Tibetan"
"133","aona1235","497",6,14,"Ao Naga","Eurasia",26.3241,94.3824,"aona1235","njo","sino1245","Sino-Tibetan"
"134","apal1257","1863",12,12,"Apalaí","South America",1.49792,-54.7457,"apal1257","apy","cari1283","Cariban"
"135","apat1240","1705",16,24,"Apatani","Eurasia",27.1933,93.7284,"apat1240","apt","sino1245","Sino-Tibetan"
"136","apia1248","2071",10,12,"Apiaká","South America",-7.84711,-57.91,"apia1248","api","tupi1275","Tupian"
"137","apin1244","1953",17,17,"Apinayé","South America",-6.10774,-47.6315,"apin1244","apn","nucl1710","Nuclear-Macro-Je"
"138","apin1244","226",17,13,"Apinayé","South America",-6.10774,-47.6315,"apin1244","apn","nucl1710","Nuclear-Macro-Je"
"139","apin1244","122",35,14,"Apinayé","South America",-6.10774,-47.6315,"apin1244","apn","nucl1710","Nuclear-Macro-Je"
"140","apro1235","205",9,24,"Aproumu Aizi","Africa",5.20273,-4.52192,"apro1235","ahp","atla1278","Atlantic-Congo"
"141","apuc1241","227",8,16,"A-Pucikwar","Eurasia",12.241,92.7965,"apuc1241","apq","grea1241","Great Andamanese"
"142","apuc1241","1702",10,25,"A-Pucikwar","Eurasia",12.241,92.7965,"apuc1241","apq","grea1241","Great Andamanese"
"143","apur1254","1092",26,14,"Apurinã","South America",-8.21692,-66.7714,"apur1254","apu","araw1281","Arawakan"
"144","apur1254","1804",20,14,"Apurinã","South America",-8.21692,-66.7714,"apur1254","apu","araw1281","Arawakan"
"145","arab1267","2761",3,21,"Arabana","Australia",-28.705,135.449,"arab1267","ard","pama1250","Pama-Nyungan"
"146","arab1268","2139",10,19,"Arabela","South America",-1.96126,-75.0612,"arab1268","arl","zapa1251","Zaparoan"
"147","arab1268","229",7,11,"Arabela","South America",-1.96126,-75.0612,"arab1268","arl","zapa1251","Zaparoan"
"148","arag1245","2375",7,20,"Aragonese","Eurasia",42.4669,-0.00919,"arag1245","arg","indo1319","Indo-European"
"149","arag1245","1055",25,20,"Aragonese","Eurasia",42.4669,-0.00919,"arag1245","arg","indo1319","Indo-European"
"150","aran1237","1166",5,13,"Arandai","Papunesia",-2.08016,132.983,"aran1237","jbj","sout1516","South Bird's Head Family"
"151","arao1248","2044",4,19,"Araona","South America",-12.4242,-67.7293,"arao1248","aro","pano1259","Pano-Tacanan"
"152","araw1273","2072",9,12,"Araweté","South America",-4.90246,-52.5001,"araw1273","awt","tupi1275","Tupian"
"153","araw1276","1805",5,16,"Lokono","South America",5.64295,-56.9243,"araw1276","arw","araw1281","Arawakan"
"154","arbe1236","2438",6,30,"Arbëreshë Albanian","Eurasia",38.911,16.7164,"arbe1236","aae","indo1319","Indo-European"
"155","arbe1236","2487",7,30,"Arbëreshë Albanian","Eurasia",38.911,16.7164,"arbe1236","aae","indo1319","Indo-European"
"156","arbo1245","1525",10,49,"Arbore","Africa",4.92183,36.7986,"arbo1245","arv","afro1255","Afro-Asiatic"
"157","arch1244","228",10,81,"Archi","Eurasia",42.3239,46.8267,"arch1244","aqc","nakh1245","Nakh-Daghestanian"
"158","argo1244","1396",8,30,"Argobba","Africa",10.6596,39.756,"argo1244","agj","afro1255","Afro-Asiatic"
"159","arhu1242","1096",16,16,"Arhuaco","South America",10.7018,-73.6363,"arhu1242","arh","chib1249","Chibchan"
"160","arhu1242","1891",6,15,"Arhuaco","South America",10.7018,-73.6363,"arhu1242","arh","chib1249","Chibchan"
"161","arik1265","1954",14,11,"Arikapú","South America",-12.4878,-62.7261,"arik1265","ark","nucl1710","Nuclear-Macro-Je"
"162","arin1244","1425",14,35,"Aringa","Africa",3.56143,31.3071,"arin1244","luc","cent2225","Central Sudanic"
"163","arit1239","2909",5,17,"Aritinngitigh","Australia",-12.50839255,142.138748,"arit1239","dth","pama1250","Pama-Nyungan"
"164","asha1243","1806",8,14,"Asháninka","South America",-11.9311,-73.9073,"asha1243","cni","araw1281","Arawakan"
"165","asha1243","110",4,17,"Asháninka","South America",-11.9311,-73.9073,"asha1243","cni","araw1281","Arawakan"
"166","asha1243","288",4,15,"Asháninka","South America",-11.9311,-73.9073,"asha1243","cni","araw1281","Arawakan"
"167","ashe1269","1530",12,24,"Ashe","Africa",9.36574,7.39443,"ashe1269","ahs","atla1278","Atlantic-Congo"
"168","ashe1272","1808",10,18,"Ashéninka Perené","South America",-10.9777,-74.9153,"ashe1272","prq","araw1281","Arawakan"
"169","assa1263","2598",14,22,"Assamese","Eurasia",26.0876,91.2932,"assa1263","asm","indo1319","Indo-European"
"170","assa1263","1706",15,22,"Assamese","Eurasia",26.0876,91.2932,"assa1263","asm","indo1319","Indo-European"
"171","assa1263","2159",10,23,"Assamese","Eurasia",26.0876,91.2932,"assa1263","asm","indo1319","Indo-European"
"172","astu1245","2516",7,19,"Asturian-Leonese-Cantabrian","Eurasia",42.4181,-6.02227,"astu1245","ast","indo1319","Indo-European"
"173","astu1245","2571",7,20,"Asturian-Leonese-Cantabrian","Eurasia",42.4181,-6.02227,"astu1245","ast","indo1319","Indo-European"
"174","atam1239","2919",8,18,"Atampaya","Australia",-11.0018,142.273,"atam1239","amz","pama1250","Pama-Nyungan"
"175","atam1239","2917",4,18,"Atampaya","Australia",-11.0018,142.273,"atam1239","amz","pama1250","Pama-Nyungan"
"176","atay1247","562",7,19,"Atayal","Papunesia",24.5209,121.388,"atay1247","tay","aust1307","Austronesian"
"177","atay1247","30",8,19,"Atayal","Papunesia",24.5209,121.388,"atay1247","tay","aust1307","Austronesian"
"178","atay1247","2373",6,18,"Atayal","Papunesia",24.5209,121.388,"atay1247","tay","aust1307","Austronesian"
"179","atti1239","1550",23,24,"Attié","Africa",5.9977,-3.8209,"atti1239","ati","atla1278","Atlantic-Congo"
"180","auuu1241","1169",7,10,"Au","Papunesia",-3.53277,142.105,"auuu1241","avt","nucl1708","Nuclear Torricelli"
"181","avac1239","2075",12,12,"Avá-Canoeiro","South America",-13.6081,-48.1336,"avac1239","avv","tupi1275","Tupian"
"182","avar1256","2467",5,59,"Avar","Eurasia",41.7047,46.558,"avar1256","ava","nakh1245","Nakh-Daghestanian"
"183","avar1256","233",5,44,"Avar","Eurasia",41.7047,46.558,"avar1256","ava","nakh1245","Nakh-Daghestanian"
"184","avat1244","1296",22,28,"Avatime","Africa",6.8688,0.41314,"avat1244","avn","atla1278","Atlantic-Congo"
"185","avik1243","1358",9,25,"Avikam","Africa",5.15838,-5.2529,"avik1243","avi","atla1278","Atlantic-Congo"
"186","avok1242","660",18,37,"Avokaya","Africa",4.38639,29.9379,"avok1242","avu","cent2225","Central Sudanic"
"187","awab1243","2987",3,13,"Awabakal","Australia",-33.12847,151.43555,"awab1243","awk","pama1250","Pama-Nyungan"
"188","awac1239","1853",10,16,"Awa-Cuaiquer","South America",1.21652,-78.3401,"awac1239","kwi","barb1265","Barbacoan"
"189","awac1239","1120",7,14,"Awa-Cuaiquer","South America",1.21652,-78.3401,"awac1239","kwi","barb1265","Barbacoan"
"190","awad1243","1707",8,37,"Awadhi","Eurasia",27.5907,82.4663,"awad1243","awa","indo1319","Indo-European"
"191","awar1248","1175",6,19,"Awara","Papunesia",-6.16986,146.372,"awar1248","awx","nucl1709","Nuclear Trans New Guinea"
"192","awet1244","2076",12,14,"Awetí","South America",-12.381944,-53.391944,"awet1244","awe","tupi1275","Tupian"
"193","awin1248","1176",17,39,"Awing","Africa",5.88362,10.264,"awin1248","azo","atla1278","Atlantic-Congo"
"194","awiy1238","57",9,11,"Awiyaana","Papunesia",-6.54079,145.76,"awiy1238","auy","nucl1709","Nuclear Trans New Guinea"
"195","awng1244","128",11,28,"Awngi","Africa",10.9819,36.6916,"awng1244","awn","afro1255","Afro-Asiatic"
"196","awng1244","234",7,28,"Awngi","Africa",10.9819,36.6916,"awng1244","awn","afro1255","Afro-Asiatic"
"197","awng1244","1542",9,30,"Awngi","Africa",10.9819,36.6916,"awng1244","awn","afro1255","Afro-Asiatic"
"198","awtu1239","1177",7,11,"Awtuw","Papunesia",-3.53129,141.928,"awtu1239","kmn","sepi1257","Sepik"
"199","axiy1235","2560",14,38,"Axi Yi","Eurasia",24.6009,103.713,"axiy1235","yix","sino1245","Sino-Tibetan"
"200","ayab1239","2903",10,16,"Yintyinka-Ayabadhu","Australia",-14.6652,142.893,"ayab1239","ayd","pama1250","Pama-Nyungan"
"201","ayab1239","2898",10,15,"Yintyinka-Ayabadhu","Australia",-14.6652,142.893,"ayab1239","ayd","pama1250","Pama-Nyungan"
"202","ayac1239","2032",3,14,"Ayacucho Quechua","South America",-13.84714,-74.32246,"ayac1239","quy","quec1387","Quechuan"
"203","ayer1245","1545",17,26,"Ayere","Africa",7.52206,6.01979,"ayer1245","aye","atla1278","Atlantic-Congo"
"204","ayor1240","2137",10,20,"Ayoreo","South America",-19.220055,-60.217495,"ayor1240","ayo","zamu1243","Zamucoan"
"205","baan1242","741",28,28,"Baangi","Africa",10.8083,5.7261,"baan1242","bqx","atla1278","Atlantic-Congo"
"206","baat1238","240",12,18,"Baatonum","Africa",9.63186,2.99607,"baat1238","bba","atla1278","Atlantic-Congo"
"207","baat1238","669",14,17,"Baatonum","Africa",9.63186,2.99607,"baat1238","bba","atla1278","Atlantic-Congo"
"208","baba1264","1178",7,23,"Baba","Africa",6.11222,10.5216,"baba1264","bbw","atla1278","Atlantic-Congo"
"209","baba1266","1179",7,26,"Babanki","Africa",5.97863,10.2869,"baba1266","bbk","atla1278","Atlantic-Congo"
"210","bada1257","1708",13,25,"Badaga","Eurasia",11.3094,76.5974,"bada1257","bfq","drav1251","Dravidian"
"211","bade1248","1437",13,33,"Bade","Africa",12.789,10.6557,"bade1248","bde","afro1255","Afro-Asiatic"
"212","badi1246","2768",3,20,"Badimaya","Australia",-29.0647,117.246,"badi1246","bia","pama1250","Pama-Nyungan"
"213","bady1239","1329",18,25,"Jaad-Badyara","Africa",12.6425,-13.4759,"bady1239","pbp","atla1278","Atlantic-Congo"
"214","bafa1247","926",20,27,"Bafaw-Balong","Africa",4.53307,9.522,"bafa1247","bwt","atla1278","Atlantic-Congo"
"215","bafa1249","1656",33,26,"Bafanji","Africa",5.84612,10.4518,"bafa1249","bfj","atla1278","Atlantic-Congo"
"216","bafi1243","1444",24,27,"Bafia","Africa",4.72603,11.0982,"bafi1243","ksf","atla1278","Atlantic-Congo"
"217","bafi1243","1258",23,25,"Bafia","Africa",4.72603,11.0982,"bafi1243","ksf","atla1278","Atlantic-Congo"
"218","bafu1246","662",28,21,"Bafut","Africa",6.14153,10.1194,"bafu1246","bfd","atla1278","Atlantic-Congo"
"219","baga1272","1199",8,18,"Baga Sitemu","Africa",10.4793,-14.4756,"baga1272","bsp","atla1278","Atlantic-Congo"
"220","baga1273","1060",8,17,"Baga Koga","Africa",10.1286,-13.947,"baga1273","bgo","atla1278","Atlantic-Congo"
"221","bagi1246","1469",19,29,"Bagirmi","Africa",11.52392,14.769495,"bagi1246","bmi","cent2225","Central Sudanic"
"222","baim1244","2346",26,40,"Baima","Eurasia",33.1001,103.952,"baim1244","bqh","sino1245","Sino-Tibetan"
"223","baka1272","1574",10,25,"Baka (Cameroon)","Africa",2.16013,13.7804,"baka1272","bkc","atla1278","Atlantic-Congo"
"224","baka1272","663",13,25,"Baka (Cameroon)","Africa",2.16013,13.7804,"baka1272","bkc","atla1278","Atlantic-Congo"
"225","baka1273","1556",16,15,"Bakaka","Africa",4.79991,9.80402,"baka1273","bqz","atla1278","Atlantic-Congo"
"226","baka1273","1557",16,16,"Bakaka","Africa",4.79991,9.80402,"baka1273","bqz","atla1278","Atlantic-Congo"
"227","baka1273","1555",15,19,"Bakaka","Africa",4.79991,9.80402,"baka1273","bqz","atla1278","Atlantic-Congo"
