"","ID","Contributor","vowels","cons","Name","Macroarea","Latitude","Longitude","Glottocode","ISO639P3code","Family_Glottocode","Family_Name"
"534","cofa1242","1895",10,27,"Cofán","South America",0.276675,-77.0643,"cofa1242","con","cofa1242",""
"535","cogu1240","1896",12,24,"Cogui","South America",10.9485,-73.8043,"cogu1240","kog","chib1249","Chibchan"
"536","cola1237","2773",5,17,"Colac","Australia",-38.471266,143.422444,"cola1237","","pama1250","Pama-Nyungan"
"537","colo1256","1856",10,16,"Tsafiki","South America",-0.21181,-79.2347,"colo1256","cof","barb1265","Barbacoan"
"538","colo1256","1222",9,16,"Tsafiki","South America",-0.21181,-79.2347,"colo1256","cof","barb1265","Barbacoan"
"539","coma1245","864",6,12,"Comanche","North America",34.5701,-98.424,"coma1245","com","utoa1244","Uto-Aztecan"
"540","como1259","1107",5,37,"Comox","North America",49.7233,-124.967,"como1259","coo","sali1255","Salishan"
"541","copa1236","83",6,26,"Copainalá Zoque","North America",17.2157,-93.3183,"copa1236","zoc","mixe1284","Mixe-Zoque"
"542","copa1236","646",6,16,"Copainalá Zoque","North America",17.2157,-93.3183,"copa1236","zoc","mixe1284","Mixe-Zoque"
"543","coro1247","2021",6,18,"Corongo Ancash Quechua","South America",-8.57647,-77.9864,"coro1247","qwa","quec1387","Quechuan"
"544","croa1245","1139",11,25,"Croatian","Eurasia",45.2006,16.826,"croa1245","hrv","indo1319","Indo-European"
"545","cros1244","781",9,28,"Cross River Mbembe","Africa",6.16926,8.23592,"cros1244","mfn","atla1278","Atlantic-Congo"
"546","crow1244","1238",13,10,"Crow","North America",45.368,-107.874,"crow1244","cro","siou1252","Siouan"
"547","cube1242","295",12,11,"Cubeo","South America",1.32382,-70.1939,"cube1242","cub","tuca1253","Tucanoan"
"548","cube1242","2051",6,11,"Cubeo","South America",1.32382,-70.1939,"cube1242","cub","tuca1253","Tucanoan"
"549","cuib1242","1910",8,17,"Cuiba","South America",6.19829,-69.8197,"cuib1242","cui","guah1252","Guahiboan"
"550","culi1244","1848",4,17,"Culina","South America",-8.55268,-70.6648,"culi1244","cul","araw1282","Arawan"
"551","cupe1243","865",11,27,"Cupeño","North America",33.3148,-116.515,"cupe1243","cup","utoa1244","Uto-Aztecan"
"552","curr1243","1817",4,25,"Curripaco","South America",0.69618,-67.5028,"curr1243","kpc","araw1281","Arawakan"
"553","cusc1236","2024",5,26,"Cusco Quechua","South America",-14.0853,-71.7663,"cusc1236","quz","quec1387","Quechuan"
"554","cuvo1236","866",2,27,"Cuvok","Africa",10.6448,14.0006,"cuvo1236","cuv","afro1255","Afro-Asiatic"
"555","czec1258","1140",13,25,"Czech","Eurasia",49.873398,15.10437,"czec1258","ces","indo1319","Indo-European"
"556","czec1258","2480",13,27,"Czech","Eurasia",49.873398,15.10437,"czec1258","ces","indo1319","Indo-European"
"557","czec1258","2274",13,27,"Czech","Eurasia",49.873398,15.10437,"czec1258","ces","indo1319","Indo-European"
"558","dadi1250","468",10,13,"Dadibi","Papunesia",-6.65765,144.511,"dadi1250","mps","tebe1251","Teberan"
"559","dagb1246","299",6,23,"Dagbani","Africa",9.64745,-0.43227,"dagb1246","dag","atla1278","Atlantic-Congo"
"560","dagb1246","139",13,24,"Dagbani","Africa",9.64745,-0.43227,"dagb1246","dag","atla1278","Atlantic-Congo"
"561","dagb1246","690",8,23,"Dagbani","Africa",9.64745,-0.43227,"dagb1246","dag","atla1278","Atlantic-Congo"
"562","dagi1241","1430",10,16,"Dagik","Africa",10.583,29.9404,"dagi1241","dec","narr1279","Narrow Talodi"
"563","daha1245","301",5,54,"Dahalo","Africa",-2.1843,40.37,"daha1245","dal","afro1255","Afro-Asiatic"
"564","dakp1242","2350",19,34,"Dakpakha","Eurasia",27.3762,91.8245,"dakp1242","dka","sino1245","Sino-Tibetan"
"565","dalo1238","252",13,24,"Daloa Bété","Africa",6.69281,-6.63944,"dalo1238","bev","atla1278","Atlantic-Congo"
"566","dang1274","297",7,21,"Dangaleat","Africa",12.1517,18.385,"dang1274","daa","afro1255","Afro-Asiatic"
"567","dani1285","2265",11,15,"Danish","Eurasia",54.8655,9.36284,"dani1285","dan","indo1319","Indo-European"
"568","dani1285","2167",49,20,"Danish","Eurasia",54.8655,9.36284,"dani1285","dan","indo1319","Indo-European"
"569","dann1241","1393",48,44,"Dan","Africa",7.22812,-8.24535,"dann1241","daf","mand1469","Mande"
"570","dann1241","691",28,20,"Dan","Africa",7.22812,-8.24535,"dann1241","daf","mand1469","Mande"
"571","dann1241","298",20,19,"Dan","Africa",7.22812,-8.24535,"dann1241","daf","mand1469","Mande"
"572","darf1239","300",6,24,"Dar Fur Daju","Africa",12.2598,25.3127,"darf1239","daj","daju1249","Dajuic"
"573","dark1243","2256",19,20,"Darkhat","Eurasia",50.623,99.4449,"dark1243","drh","mong1329","Mongolic"
"574","darl1243","2876",6,20,"Paakantyi","Australia",-32.7021,142.695,"darl1243","drl","pama1250","Pama-Nyungan"
"575","darm1243","2383",8,26,"Darma","Eurasia",29.8629,80.5439,"darm1243","drd","sino1245","Sino-Tibetan"
"576","darm1243","1719",8,34,"Darma","Eurasia",29.8629,80.5439,"darm1243","drd","sino1245","Sino-Tibetan"
"577","daur1238","2312",12,45,"Dagur","Eurasia",48,124,"daur1238","dta","mong1329","Mongolic"
"578","daur1238","312",7,22,"Dagur","Eurasia",48,124,"daur1238","dta","mong1329","Mongolic"
"579","dawr1236","343",5,24,"Dawro","Africa",6.95,37,"dawr1236","dwr","gong1255","Ta-Ne-Omotic"
"580","daww1239","1990",15,24,"Dâw","South America",-0.1177,-67.2934,"daww1239","kwa","nada1235","Nadahup"
"581","daza1242","693",11,21,"Dazaga","Africa",15.7358,15.8517,"daza1242","dzg","saha1256","Saharan"
"582","defa1248","1385",24,18,"Defaka","Africa",4.58451,7.50186,"defa1248","afn","ijoi1239","Ijoid"
"583","dege1246","1452",12,24,"Degema","Africa",4.73373,6.80991,"dege1246","deg","atla1278","Atlantic-Congo"
"584","degg1238","787",30,22,"Deg","Africa",8.43846,-2.28724,"degg1238","mzw","atla1278","Atlantic-Congo"
"585","deni1241","1845",4,18,"Deni","South America",-6.74962,-67.5029,"deni1241","dny","araw1282","Arawan"
"586","deny1238","867",8,22,"Denya","Africa",5.97237,9.39989,"deny1238","anv","atla1278","Atlantic-Congo"
"587","dera1245","395",6,11,"Dera (Indonesia)","Papunesia",-3.52309,140.947,"dera1245","kbv","sena1264","Senagi"
"588","dera1248","420",11,24,"Dera (Nigeria)","Africa",10.072,12.0256,"dera1248","kna","afro1255","Afro-Asiatic"
"589","desa1247","2052",6,12,"Desano","South America",0.58157,-69.4955,"desa1247","des","tuca1253","Tucanoan"
"590","dghw1239","1299",5,33,"Dghwede","Africa",11.05751,13.77847,"dghw1239","dgh","afro1255","Afro-Asiatic"
"591","dhal1245","2743",6,20,"Dhalandji","Australia",-22.196,114.937,"dhal1245","dhl","pama1250","Pama-Nyungan"
"592","dhan1270","2971",6,20,"Dhangu","Australia",-11.9493,135.752,"dhan1270","dhg","pama1250","Pama-Nyungan"
"593","dhar1247","2745",6,25,"Dhargari","Australia",-24.0601,114.847,"dhar1247","dhr","pama1250","Pama-Nyungan"
"594","dhar1248","2813",3,18,"Dharumbal","Australia",-23.307,150.593,"dhar1248","xgm","pama1250","Pama-Nyungan"
"595","dhim1246","2463",22,31,"Dhimal","Eurasia",26.6283,88.3798,"dhim1246","dhi","sino1245","Sino-Tibetan"
"596","dhiv1236","2315",12,27,"Dhivehi","Eurasia",1.928498,73.54433,"dhiv1236","div","indo1319","Indo-European"
"597","dhud1236","2727",6,15,"Dhudhuroa","Australia",-36.95881441,147.0450379,"dhud1236","","pama1250","Pama-Nyungan"
"598","dhur1239","2995",6,19,"Dhurga","Australia",-35.412,150.134,"dhur1239","dhu","pama1250","Pama-Nyungan"
"599","dhuw1249","314",3,20,"Dhuwal","Australia",-12.7825,136.008,"dhuw1249","duj","pama1250","Pama-Nyungan"
"600","dibo1245","1247",10,21,"Dibole","Africa",1.07773,17.2305,"dibo1245","bvx","atla1278","Atlantic-Congo"
"601","didi1258","1431",22,36,"Didinga","Africa",4.21489,33.6869,"didi1258","did","surm1244","Surmic"
"602","dido1241","2329",6,36,"Tsez","Eurasia",42.2646,45.8096,"dido1241","ddo","nakh1245","Nakh-Daghestanian"
"603","dier1241","2749",3,22,"Dieri","Australia",-28.1667,138,"dier1241","dif","pama1250","Pama-Nyungan"
"604","dier1241","2757",3,21,"Dieri","Australia",-28.1667,138,"dier1241","dif","pama1250","Pama-Nyungan"
"605","dier1241","305",3,22,"Dieri","Australia",-28.1667,138,"dier1241","dif","pama1250","Pama-Nyungan"
"606","digo1243","1587",7,41,"Digo","Africa",-4.62101,39.1752,"digo1243","dig","atla1278","Atlantic-Congo"
"607","dime1235","1440",20,53,"Dime","Africa",6.20951,36.3329,"dime1235","dim","sout2845","South Omotic"
"608","diml1238","1109",14,30,"Dimli","Eurasia",38.6147,39.6388,"diml1238","diq","indo1319","Indo-European"
"609","dira1238","2750",3,22,"Dirari","Australia",-28.7992,138.078,"dira1238","dit","pama1250","Pama-Nyungan"
"610","diri1252","1271",5,23,"Diriku","Africa",-18.1681,20.6678,"diri1252","diu","atla1278","Atlantic-Congo"
"611","dita1238","697",15,17,"Ditammari","Africa",10.1614,1.18045,"dita1238","tbz","atla1278","Atlantic-Congo"
"612","dizi1235","457",6,24,"Dizin","Africa",6.1405,35.5763,"dizi1235","mdx","dizo1235","Dizoid"
"613","djam1255","2683",4,18,"Jaminjung-Ngaliwurru","Australia",-15.0558,130.06,"djam1255","djd","mirn1241","Mirndi"
"614","djam1256","2974",6,25,"Djambarrpuyngu","Australia",-12.021,135.59,"djam1256","djr","pama1250","Pama-Nyungan"
"615","djan1238","2893",3,13,"Djangun","Australia",-16.91051,144.93245,"djan1238","djf","pama1250","Pama-Nyungan"
"616","djap1238","2992",6,19,"Djapu","Australia",-12.879764,136.417978,"djap1238","duj","pama1250","Pama-Nyungan"
"617","djau1244","2662",5,22,"Jawoyn","Australia",-14.1361,133.002,"djau1244","djn","gunw1250","Gunwinyguan"
"618","djaw1238","2700",3,17,"Djawi","Australia",-16.4163,123.186,"djaw1238","djw","nyul1248","Nyulnyulan"
"619","djee1236","2676",5,16,"Djeebbana","Australia",-12.0133,134.097,"djee1236","djj","mani1293","Maningrida"
"620","djeo1235","1960",10,14,"Djeoromitxí","South America",-12.038,-64.6694,"djeo1235","jbt","nucl1710","Nuclear-Macro-Je"
"621","djin1251","2687",3,17,"Jingulu","Australia",-17.165,133.659,"djin1251","jig","mirn1241","Mirndi"
"622","djin1252","2977",3,22,"Djinba","Australia",-12.93,134.967,"djin1252","djb","pama1250","Pama-Nyungan"
"623","djin1253","2976",3,22,"Djinang","Australia",-12.462,134.82,"djin1253","dji","pama1250","Pama-Nyungan"
"624","djiw1241","2744",6,20,"Djiwarli","Australia",-24.10724,116.98858,"djiw1241","dze","pama1250","Pama-Nyungan"
"625","dobu1241","981",5,19,"Dobu","Papunesia",-9.63239,150.825,"dobu1241","dob","aust1307","Austronesian"
"626","dolg1241","2255",20,22,"Dolgan","Eurasia",71.1083,94.2936,"dolg1241","dlg","turk1311","Turkic"
"627","doma1258","2530",12,33,"Domari","Eurasia",32,35,"doma1258","rmt","indo1319","Indo-European"
"628","domp1238","1495",9,22,"Dompo","Africa",8.182,-2.295,"domp1238","doy","atla1278","Atlantic-Congo"
"629","dong1285","2477",6,28,"Dongxiang","Eurasia",35.5808,103.558,"dong1285","sce","mong1329","Mongolic"
"630","doya1240","698",26,22,"Doyayo","Africa",8.68604,13.0768,"doya1240","dow","atla1278","Atlantic-Congo"
"631","doya1240","310",12,22,"Doyayo","Africa",8.68604,13.0768,"doya1240","dow","atla1278","Atlantic-Congo"
"632","dual1243","700",12,21,"Duala","Africa",4.10208,9.61877,"dual1243","dua","atla1278","Atlantic-Congo"
"633","dupa1235","1085",5,15,"Dupaninan Agta","Papunesia",17.3748,122.188,"dupa1235","duo","aust1307","Austronesian"
"634","dupa1235","2253",6,15,"Dupaninan Agta","Papunesia",17.3748,122.188,"dupa1235","duo","aust1307","Austronesian"
"635","duru1236","1777",10,21,"Duruwa","Eurasia",19.0534,82.4881,"duru1236","pci","drav1251","Dravidian"
"636","duru1249","1588",7,40,"Duruma","Africa",-4.09629,39.322,"duru1249","dug","atla1278","Atlantic-Congo"
"637","duru1249","701",7,42,"Duruma","Africa",-4.09629,39.322,"duru1249","dug","atla1278","Atlantic-Congo"
"638","dutc1256","2173",36,22,"Dutch","Eurasia",52,5,"dutc1256","nld","indo1319","Indo-European"
"639","dutc1256","2169",15,22,"Dutch","Eurasia",52,5,"dutc1256","nld","indo1319","Indo-European"
"640","dutc1256","2170",34,22,"Dutch","Eurasia",52,5,"dutc1256","nld","indo1319","Indo-European"
"641","dutc1256","2405",25,18,"Dutch","Eurasia",52,5,"dutc1256","nld","indo1319","Indo-European"
"642","dutc1256","2171",26,25,"Dutch","Eurasia",52,5,"dutc1256","nld","indo1319","Indo-European"
"643","dutc1256","2174",33,24,"Dutch","Eurasia",52,5,"dutc1256","nld","indo1319","Indo-European"
"644","dutc1256","1050",15,24,"Dutch","Eurasia",52,5,"dutc1256","nld","indo1319","Indo-European"
"645","dutc1256","2172",30,24,"Dutch","Eurasia",52,5,"dutc1256","nld","indo1319","Indo-European"
"646","dyaa1242","2890",6,13,"Dyaabugay","Australia",-16.596,145.388,"dyaa1242","dyy","pama1250","Pama-Nyungan"
"647","dyab1238","2699",3,17,"Dyaberdyaber","Australia",-17.18653,122.52306,"dyab1238","dyb","nyul1248","Nyulnyulan"
"648","dyan1250","2991",6,13,"Dyangadi","Australia",-30.8469,152.602,"dyan1250","dyn","pama1250","Pama-Nyungan"
"649","dyir1250","303",3,13,"Dyirbal","Australia",-17.4516,145.544,"dyir1250","dbl","pama1250","Pama-Nyungan"
"650","dyir1250","2732",3,13,"Dyirbal","Australia",-17.4516,145.544,"dyir1250","dbl","pama1250","Pama-Nyungan"
"651","dyug1238","2695",6,22,"Dyugun","Australia",-17.906,122.408,"dyug1238","dyd","nyul1248","Nyulnyulan"
"652","dyul1238","696",16,23,"Dyula","Africa",10.4536,-4.72007,"dyul1238","dyu","mand1469","Mande"
"653","dzal1238","2379",22,37,"Dzalakha","Eurasia",27.7855,91.374,"dzal1238","dzl","sino1245","Sino-Tibetan"
"654","dzon1239","2394",26,32,"Dzongkha","Eurasia",27.410786,89.581604,"dzon1239","dzo","sino1245","Sino-Tibetan"
"655","dzuu1241","1468",29,26,"Dzùùngoo","Africa",11.3796,-4.92036,"dzuu1241","dnn","mand1469","Mande"
"656","east1436","488",12,27,"Eastern Pahari","Eurasia",27.5947033333,87.6200833333,"east1436","nep","indo1319","Indo-European"
"657","east2295","1049",9,38,"Eastern Yiddish","Eurasia",51.75,19.42,"east2295","ydd","indo1319","Indo-European"
"658","east2295","2399",13,24,"Eastern Yiddish","Eurasia",51.75,19.42,"east2295","ydd","indo1319","Indo-European"
"659","east2304","2498",19,35,"Eastern Balochi","Eurasia",28,62,"east2304","bgp","indo1319","Indo-European"
"660","east2328","2241",8,19,"Eastern Mari","Eurasia",55.8307,48.405,"east2328","mhr","ural1272","Uralic"
"661","east2328","181",9,25,"Eastern Mari","Eurasia",55.8307,48.405,"east2328","mhr","ural1272","Uralic"
"662","east2328","2413",9,22,"Eastern Mari","Eurasia",55.8307,48.405,"east2328","mhr","ural1272","Uralic"
"663","east2328","2506",10,21,"Eastern Mari","Eurasia",55.8307,48.405,"east2328","mhr","ural1272","Uralic"
"664","east2328","2532",9,21,"Eastern Mari","Eurasia",55.8307,48.405,"east2328","mhr","ural1272","Uralic"
"665","east2328","460",8,25,"Eastern Mari","Eurasia",55.8307,48.405,"east2328","mhr","ural1272","Uralic"
"666","east2328","858",8,19,"Eastern Mari","Eurasia",55.8307,48.405,"east2328","mhr","ural1272","Uralic"
"667","east2337","2242",14,28,"East Yugur","Eurasia",37.9882,101.762,"east2337","yuy","mong1329","Mongolic"
"668","east2347","2451",28,19,"Eastern Tamang","Eurasia",27.3239,87.0832,"east2347","taj","sino1245","Sino-Tibetan"
"669","east2347","561",10,19,"Eastern Tamang","Eurasia",27.3239,87.0832,"east2347","taj","sino1245","Sino-Tibetan"
"670","east2379","201",3,27,"Eastern Arrernte","Australia",-23.3583,135.046,"east2379","aer","pama1250","Pama-Nyungan"
"671","east2379","2158",4,27,"Eastern Arrernte","Australia",-23.3583,135.046,"east2379","aer","pama1250","Pama-Nyungan"
"672","east2379","2708",4,40,"Eastern Arrernte","Australia",-23.3583,135.046,"east2379","aer","pama1250","Pama-Nyungan"
"673","east2398","906",10,16,"Eastern Karaboro","Africa",10.4987,-4.52253,"east2398","xrb","atla1278","Atlantic-Congo"
"674","east2426","777",16,20,"Eastern Maninkakan","Africa",9.33048,-10.5394,"east2426","emk","mand1469","Mande"
"675","east2440","1151",5,32,"East Makian","Papunesia",0.07337,127.423,"east2440","mky","aust1307","Austronesian"
"676","east2440","1037",5,19,"East Makian","Papunesia",0.07337,127.423,"east2440","mky","aust1307","Austronesian"
"677","east2440","1682",5,18,"East Makian","Papunesia",0.07337,127.423,"east2440","mky","aust1307","Austronesian"
"678","east2516","414",5,15,"East Kewa","Papunesia",-6.32989,143.931,"east2516","kjs","nucl1709","Nuclear Trans New Guinea"
"679","east2542","72",11,16,"Eastern Ojibwa","North America",45.0112,-79.7503,"east2542","ojg","algi1248","Algic"
"680","east2542","508",11,16,"Eastern Ojibwa","North America",45.0112,-79.7503,"east2542","ojg","algi1248","Algic"
"681","east2555","2077",12,12,"Eastern Bolivian Guaraní","South America",-21.0909,-61.7179,"east2555","gui","tupi1275","Tupian"
"682","east2555","2078",12,12,"Eastern Bolivian Guaraní","South America",-21.0909,-61.7179,"east2555","gui","tupi1275","Tupian"
"683","east2563","1671",9,21,"Eastern Cham","Eurasia",11.2853,108.49,"east2563","cjm","aust1307","Austronesian"
"684","east2652","1552",12,48,"Eastern Oromo","Africa",8.67428,41.4395,"east2652","hae","afro1255","Afro-Asiatic"
"685","ebir1243","702",12,19,"Ebira","Africa",8.15516,7.06183,"ebir1243","igb","atla1278","Atlantic-Congo"
"686","efik1245","316",7,13,"Efik","Africa",4.89379,8.38121,"efik1245","efi","atla1278","Atlantic-Congo"
"687","egaa1242","1233",12,27,"Ega","Africa",5.56081,-5.41732,"egaa1242","ega","atla1278","Atlantic-Congo"
"688","eggo1239","873",12,30,"Eggon","Africa",8.71442,8.45686,"eggo1239","ego","atla1278","Atlantic-Congo"
"689","egyp1253","132",9,58,"Egyptian Arabic","Africa",31,31,"egyp1253","arz","afro1255","Afro-Asiatic"
"690","egyp1253","231",8,27,"Egyptian Arabic","Africa",31,31,"egyp1253","arz","afro1255","Afro-Asiatic"
"691","ejag1239","320",7,20,"Ejagham","Africa",5.54442,8.90959,"ejag1239","etu","atla1278","Atlantic-Congo"
"692","ejag1239","706",11,21,"Ejagham","Africa",5.54442,8.90959,"ejag1239","etu","atla1278","Atlantic-Congo"
"693","ejag1239","1654",10,19,"Ejagham","Africa",5.54442,8.90959,"ejag1239","etu","atla1278","Atlantic-Congo"
"694","ekar1243","317",5,10,"Ekari","Papunesia",-3.88974,136.018,"ekar1243","ekg","nucl1709","Nuclear Trans New Guinea"
"695","ekpe1253","874",13,24,"Ekpeye","Africa",5.06715,6.53362,"ekpe1253","ekp","atla1278","Atlantic-Congo"
"696","elip1238","969",11,19,"Elip","Africa",4.45694,11.193,"elip1238","ekm","atla1278","Atlantic-Congo"
"697","eloy1241","1300",10,41,"Eloyi","Africa",8.24696,7.97061,"eloy1241","afo","atla1278","Atlantic-Congo"
"698","emai1241","707",21,27,"Emai-Iuleha-Ora","Africa",7.09089,5.84494,"emai1241","ema","atla1278","Atlantic-Congo"
"699","embe1259","1901",12,21,"Emberá-Baudó","South America",5.2824,-76.32548,"embe1259","bdc","choc1280","Chocoan"
"700","embe1260","1902",12,19,"Emberá-Catío","South America",7.52721,-76.7476,"embe1260","cto","choc1280","Chocoan"
"701","embe1262","1903",12,16,"Emberá-Chamí","South America",4.8791,-76.0749,"embe1262","cmi","choc1280","Chocoan"
"702","emer1243","2079",14,16,"Emerillon","South America",3.23694,-52.3699,"emer1243","eme","tupi1275","Tupian"
"703","enap1235","514",13,12,"Panare","South America",6.95035,-65.8483,"enap1235","pbh","cari1283","Cariban"
"704","enap1235","1880",7,13,"Panare","South America",6.95035,-65.8483,"enap1235","pbh","cari1283","Cariban"
"705","enaw1238","1818",12,13,"Enawené-Nawé","South America",-12.4302,-58.9802,"enaw1238","unk","araw1281","Arawakan"
"706","enge1239","708",13,20,"Engenni","Africa",5.11931,6.37339,"enge1239","enn","atla1278","Atlantic-Congo"
"707","epen1239","546",14,17,"Epena","South America",4.25877,-77.3566,"epen1239","sja","choc1280","Chocoan"
"708","epen1239","1905",21,17,"Epena","South America",4.25877,-77.3566,"epen1239","sja","choc1280","Chocoan"
"709","erre1238","2648",5,18,"Erre","Australia",-12.2839,132.868,"erre1238","err","giim1238","Giimbiyu"
"710","ersu1241","2533",6,54,"Ersu","Eurasia",29.2867,102.213,"ersu1241","ers","sino1245","Sino-Tibetan"
"711","ersu1241","2199",10,51,"Ersu","Eurasia",29.2867,102.213,"ersu1241","ers","sino1245","Sino-Tibetan"
"712","erzy1239","2616",6,29,"Erzya","Eurasia",52.8548,45.3901,"erzy1239","myv","ural1272","Uralic"
"713","esee1248","2047",4,18,"Ese Ejja","South America",-11.7268,-67.515,"esee1248","ese","pano1259","Pano-Tacanan"
"714","esee1248","2046",4,17,"Ese Ejja","South America",-11.7268,-67.515,"esee1248","ese","pano1259","Pano-Tacanan"
"715","esim1238","876",8,29,"Esimbi","Africa",6.50094,9.86936,"esim1238","ags","atla1278","Atlantic-Congo"
"716","esto1258","2181",9,45,"Estonian","Eurasia",58.55,25.82,"esto1258","ekk","ural1272","Uralic"
"717","esto1258","2248",9,17,"Estonian","Eurasia",58.55,25.82,"esto1258","ekk","ural1272","Uralic"
"718","eten1239","1533",11,63,"Eten","Africa",9.73073,8.61443,"eten1239","etx","atla1278","Atlantic-Congo"
"719","eton1253","1563",17,21,"Eton-Mengisa","Africa",4.21045,11.3935,"eton1253","eto","atla1278","Atlantic-Congo"
"720","even1259","2292",8,17,"Evenki","Eurasia",53.85,108.626,"even1259","evn","tung1282","Tungusic"
"721","even1259","2238",11,18,"Evenki","Eurasia",53.85,108.626,"even1259","evn","tung1282","Tungusic"
"722","even1260","192",18,18,"Even","Eurasia",70.6687,130.914,"even1260","eve","tung1282","Tungusic"
"723","even1260","322",10,17,"Even","Eurasia",70.6687,130.914,"even1260","eve","tung1282","Tungusic"
"724","even1260","2288",18,18,"Even","Eurasia",70.6687,130.914,"even1260","eve","tung1282","Tungusic"
"725","ewee1241","142",17,28,"Ewe","Africa",6.46061,0.814975,"ewee1241","ewe","atla1278","Atlantic-Congo"
"726","ewee1241","323",14,26,"Ewe","Africa",6.46061,0.814975,"ewee1241","ewe","atla1278","Atlantic-Congo"
"727","ewee1241","703",15,27,"Ewe","Africa",6.46061,0.814975,"ewee1241","ewe","atla1278","Atlantic-Congo"
"728","ewon1239","709",10,15,"Ewondo","Africa",4.21141,11.93646,"ewon1239","ewo","atla1278","Atlantic-Congo"
"729","ewon1239","324",8,26,"Ewondo","Africa",4.21141,11.93646,"ewon1239","ewo","atla1278","Atlantic-Congo"
"730","eyak1241","325",13,32,"Eyak","North America",60.4232,-144.762,"eyak1241","eya","atha1245","Athabaskan-Eyak-Tlingit"
"731","faiw1243","974",8,12,"Faiwol","Papunesia",-5.4967,141.656,"faiw1243","fai","nucl1709","Nuclear Trans New Guinea"
"732","fali1285","1377",12,38,"Fali","Africa",10.5419,13.4087,"fali1285","fli","afro1255","Afro-Asiatic"
"733","fang1246","877",16,25,"Fang (Equatorial Guinea)","Africa",1.723965,11.61454,"fang1246","fan","atla1278","Atlantic-Congo"
"734","fang1248","1621",13,23,"Fang (Cameroon)","Africa",6.54384,10.319,"fang1248","fak","atla1278","Atlantic-Congo"
"735","faro1244","2378",20,16,"Faroese","Eurasia",62.0732,-6.88497,"faro1244","fao","indo1319","Indo-European"
"736","fasu1242","326",10,11,"Fasu","Papunesia",-6.62687,143.284,"fasu1242","faa","fasu1242",""
"737","fefe1239","710",21,23,"Fe'fe'","Africa",5.18158,10.1442,"fefe1239","fmp","atla1278","Atlantic-Congo"
"738","fefe1239","330",8,17,"Fe'fe'","Africa",5.18158,10.1442,"fefe1239","fmp","atla1278","Atlantic-Congo"
"739","fern1234","1438",9,21,"Pichi","Africa",3.74,8.78,"fern1234","fpe","indo1319","Indo-European"
"740","fiji1243","328",11,19,"Fijian","Papunesia",-18,178.33,"fiji1243","fij","aust1307","Austronesian"
"741","fili1244","1212",10,17,"Filipino","Papunesia",12.265,123.464,"fili1244","fil","aust1307","Austronesian"
"742","finn1318","180",17,25,"Finnish","Eurasia",64.7628,25.5577,"finn1318","fin","ural1272","Uralic"
"743","finn1318","2535",8,15,"Finnish","Eurasia",64.7628,25.5577,"finn1318","fin","ural1272","Uralic"
"744","finn1318","329",8,17,"Finnish","Eurasia",64.7628,25.5577,"finn1318","fin","ural1272","Uralic"
"745","fipa1238","1659",15,20,"Fipa","Africa",-7.88963,31.3442,"fipa1238","fip","atla1278","Atlantic-Congo"
"746","fonn1241","711",18,24,"Fon","Africa",7.15484,1.66495,"fonn1241","fon","atla1278","Atlantic-Congo"
"747","food1238","1310",21,23,"Foodo","Africa",9.56489,1.40486,"food1238","fod","atla1278","Atlantic-Congo"
"748","fore1265","2469",8,25,"Forest Enets","Eurasia",69.9829,88.2121,"fore1265","enf","ural1272","Uralic"
"749","fore1274","2450",13,25,"Forest Nenets","Eurasia",63.72,71.97,"fore1274","","ural1272","Uralic"
"750","friu1240","2334",14,25,"Friulian","Eurasia",46.1473,13.0493,"friu1240","fur","indo1319","Indo-European"
"751","friu1240","1231",14,25,"Friulian","Eurasia",46.1473,13.0493,"friu1240","fur","indo1319","Indo-European"
"752","fuli1240","1651",12,24,"Fuliiru","Africa",-3.04022,28.9865,"fuli1240","flr","atla1278","Atlantic-Congo"
"753","fuli1240","716",10,25,"Fuliiru","Africa",-3.04022,28.9865,"fuli1240","flr","atla1278","Atlantic-Congo"
"754","fuln1247","1979",12,21,"Fulniô","South America",-9.02591,-37.1402,"fuln1247","fun","fuln1247",""
"755","fuln1247","332",12,18,"Fulniô","South America",-9.02591,-37.1402,"fuln1247","fun","fuln1247",""
"756","furr1244","333",11,19,"Fur","Africa",12.0455,23.6401,"furr1244","fvr","fura1235","Furan"
"757","furu1242","878",10,31,"Furu","Africa",4.485,20.6448,"furu1242","fuu","cent2225","Central Sudanic"
"758","fwai1237","334",16,19,"Fwâi","Papunesia",-20.6873,164.901,"fwai1237","fwa","aust1307","Austronesian"
"759","fwee1238","852",10,50,"Fwe","Africa",-17.72372,24.43151,"fwee1238","fwe","atla1278","Atlantic-Congo"
"760","gaaa1244","335",12,29,"Ga","Africa",5.65488,-0.18598,"gaaa1244","gaa","atla1278","Atlantic-Congo"
"761","gaaa1244","141",15,32,"Ga","Africa",5.65488,-0.18598,"gaaa1244","gaa","atla1278","Atlantic-Congo"
"762","gaaa1244","717",14,24,"Ga","Africa",5.65488,-0.18598,"gaaa1244","gaa","atla1278","Atlantic-Congo"
"763","gaaa1245","1500",12,22,"Gaa","Africa",8.4809,11.9603,"gaaa1245","ttb","atla1278","Atlantic-Congo"
"764","gaam1241","564",9,24,"Gaam","Africa",11.4674,33.9797,"gaam1241","tbi","east2386","Eastern Jebel"
"765","gaam1241","1616",15,34,"Gaam","Africa",11.4674,33.9797,"gaam1241","tbi","east2386","Eastern Jebel"
